Transaction Hash,Block Number,Timestamp,Gas Price (Gwei),Gas Used,Number of Inputs,Max Merkle Tree Depth
da785534850076ee94889289b6300da99db375f7a4449d27a3c7dd546235adb6,6524251,1728971633,0.125,1771978,1,1
ad5d461af5f77ab8d29bb2f31d787bff34251dd0fc9f93a865f6adf59acaa7fb,6418416,1728478116,0.125,1758797,3,2
93b1358a1fa6b804564d5f29ac4f8fc6e761f250d79ae835b281a075cfaf7bc8,6413263,1728454906,0.125,1492228,2,1
9dab1b3881a8601ceb7ebdf92389ebac846e6cedb704c594a3da525f2b29efd2,6460672,1728655133,0.125,1626511,1,1
25c7521b7a6c8bbcf80c08f463b97a9d2a795856f51bc578d2f56db6ebe6d65f,6525534,1728977769,0.125,1614569,1,1
60253b34d7f48032b054888016a9153d4908c599e06519a43aff840fc3cfdf39,6413892,1728457652,0.125,1472941,2,10
f61a45bc0c311af73b2b0fb987a45ce81c1baa82c20a8292b1e9e10693a39dd3,6415164,1728463746,0.125,1490920,2,1
225d7905c803a40aba84dd2f5624fd6f2820798fa211f017ff0116abe8fda4ac,6412826,1728452883,0.125,1571393,2,1
ff341999b08fdd255e89294d7171277b4729509df09d735258a83176db15e824,6566046,1729172586,0.125,1625391,1,1
72b751f2dc1f03ef1491add06101a9f172b5ad9e90e73570a77cbba83f4659ed,6504539,1728875590,0.125,1627707,1,1
695916c4bda33a197cf067e0bac95e290d0b6268c47d1404329e27408cd3af54,6574875,1729215970,0.125,1646130,2,1
76448c9d3e015bef508133ff1326a1a41e3bf826604c1bbd6c7e65ab6d33c6ec,6565063,1729167578,0.125,1623614,1,1
a23a02cc69a435d4505858116b67f2764cf632770977d87c93f4e02b1925da8e,6612981,1729404421,0.125,1459057,1,1
94f04ca76bae176e2d2b1d68ec0e891e8342c1e905dcfe2730ca939f179d11a7,6438287,1728574196,0.125,2144032,16,4
fda92c6705c30111d0de50162c1145ebca24a32f0afb3d8b00d9ab2291b1613a,6416329,1728468046,0.125,1835353,3,2
62e4a26de57713eef32354747a45a5bdf985ae370ab054161019d475b607036c,6530974,1729003040,0.125,1787304,1,1
c52cf8d626c150a3c1f78582f0737c42ad89d45a5988dd0f84f0e37616e78140,6408996,1728434334,0.125,1570385,2,1
69b4d960ff8379bfc3a766ef28d6b7779c1a9cafcd77190348b0258aefc97033,6406896,1728424005,0.125,1732738,2,1
d62db5b69ff016dcf17418690c47c4051c235d5dcd500ee14f9b7b617775dbc8,6416216,1728467582,0.125,1494749,2,1
15ff7519fb5fd3cbeb2129fe9cf39fa2de00494f180428bb041d80f43de7ad31,6412790,1728452747,0.125,1572074,2,1
f73241cfec1f225065d43e1ec7209544db6319d65557a2e5b6cd0ec85e95848a,6506732,1728885943,0.125,1546843,1,1
