Transaction Hash,Block Number,Timestamp,Gas Price (Gwei),Gas Used,Number of Inputs,Max Merkle Tree Depth,Chain,Timestamp_Rounded,timestamp,ETH Price (USD),Gas Price (ETH),Total Cost (ETH),Total Cost (USD)
01af0ee0ff1174fff98e9881452a863f652456f24d30b2cb7b7c689597997715,10221300,2024-10-02 11:30:05,0.108560875,831893,11,4,Linea,2024-10-02,2024-10-02 11:03:07.205,2450.1635082942607,1.08560875e-10,9.0311031986375e-05,0.22127679496941177
cf657e00a8ea5399ad1bef14041edfd9c48aa4da65d5e6f137ce973ab68bc6fe,10222198,2024-10-02 12:00:01,0.108552092,839019,11,4,Linea,2024-10-02,2024-10-02 11:03:07.205,2450.1635082942607,1.0855209200000001e-10,9.1077267677748e-05,0.22315419769916653
5c18acc7b9e792119495df3862a9b02530c517e7706431cc326dbeb020aa5111,16504913,2024-10-02 12:00:03,1.0,642974,4,2,Polygon,2024-10-02,2024-10-02 11:03:07.205,2450.1635082942607,1e-09,0.000642974,1.5753914315819941
3753456f3458c6a597fc6daeb2d571e2a991799d53992e29827298a9a94472b7,16505454,2024-10-02 12:30:03,1.0,628985,4,2,Polygon,2024-10-02,2024-10-02 12:06:30.886,2453.6929092459236,1e-09,0.0006289850000000001,1.5433360345220475
4f70db0de9f89324e8f7118d03c5a11bffa181c94b2430afce45822bb47f52d8,10223099,2024-10-02 12:30:03,0.100745836,827822,11,4,Linea,2024-10-02,2024-10-02 12:06:30.886,2453.6929092459236,1.0074583600000001e-10,8.3399619449192e-05,0.20463705487629086
a5d338af1c6e21df2d5fb9674c9f8f29eac574298a313688418108d4a3967fe1,16505986,2024-10-02 13:00:00,1.0,622010,4,2,Polygon,2024-10-02,2024-10-02 12:06:30.886,2453.6929092459236,1e-09,0.00062201,1.526221526480057
e8a836bcf206d01d8025f3b05896af64448624d34b40c7554db2fec0ecf0f76f,10223999,2024-10-02 13:00:03,0.111380151,838983,11,4,Linea,2024-10-02,2024-10-02 12:06:30.886,2453.6929092459236,1.11380151e-10,9.3446053226433e-05,0.2292879181987158
6aba34b0e5c4b8089f6e4cff23a05106b18d241a4faa7ed6fd9d49e2c5258bae,10224899,2024-10-02 13:30:03,0.1056,845914,11,4,Linea,2024-10-02,2024-10-02 13:13:00.767,2431.2988802723207,1.056e-10,8.93285184e-05,0.21718432676230542
0aafa90d357f02ad761967482dfd64c13f7d1487a8602a7fa7a778dbe58bc6d9,10225799,2024-10-02 14:00:03,0.107543774,852840,11,4,Linea,2024-10-02,2024-10-02 13:13:00.767,2431.2988802723207,1.07543774e-10,9.171763221816e-05,0.22299297651324093
693ad0ae409938e2eb79369b76052ade0ed6e21acac0369e8fcf6faef0fc7e76,16506662,2024-10-02 14:13:09,0.211,622010,4,2,Polygon,2024-10-02,2024-10-02 14:10:08.824,2456.361960716251,2.11e-10,0.00013124411,0.3223830393720593
91fe7a788753da890b92d2af05d88c098e442dc48eddf8a7addda795ae32a031,16506931,2024-10-02 14:30:01,0.175,629089,4,2,Polygon,2024-10-02,2024-10-02 14:10:08.824,2456.361960716251,1.75e-10,0.00011009057499999999,0.27042230066337947
3a8247d64154c87eeedd020a4157c0893c52a9b2eaabbfe351504d5dbb3e56fc,10226699,2024-10-02 14:30:04,0.128382324,824810,11,4,Linea,2024-10-02,2024-10-02 14:10:08.824,2456.361960716251,1.28382324e-10,0.00010589102465844,0.2601066849522585
016e45fe646418fd82a5117bfc1faf80537fa69b96c4b71909af12c4b1e012f6,16507451,2024-10-02 15:00:02,0.154,628941,4,2,Polygon,2024-10-02,2024-10-02 14:10:08.824,2456.361960716251,1.54e-10,9.6856914e-05,0.2379156391819653
881dc52f129e534d53412180e2c178c072a045b55c7213b06a85cebfc3bfb438,10227598,2024-10-02 15:00:02,0.14938,838963,11,4,Linea,2024-10-02,2024-10-02 14:10:08.824,2456.361960716251,1.4938000000000003e-10,0.00012532429294000004,0.3078418259314763
07fb0c591e9a30b5a6eccdae8f006fcb1cfb5a561e9379648a40602fe8a2cad8,10228497,2024-10-02 15:30:02,0.141484373,845898,11,4,Linea,2024-10-02,2024-10-02 15:13:49.935,2442.7407403638235,1.41484373e-10,0.000119681348151954,0.29235050499244464
cfaa817687fbd7bba655b885e700e55fbb2a6803c9ea459f095962ff4ad58916,16507979,2024-10-02 15:30:30,0.215,621942,4,2,Polygon,2024-10-02,2024-10-02 15:13:49.935,2442.7407403638235,2.15e-10,0.00013371753000000002,0.3266372582318218
f26a214195d6d168cecdcdc1d86f1d555eb011fbc0861336a9c312a7bb9bff77,16508073,2024-10-02 15:35:53,0.174,635939,4,2,Polygon,2024-10-02,2024-10-02 15:13:49.935,2442.7407403638235,1.74e-10,0.000110653386,0.27029753404140394
98dcbb57c0441fc472c17a6f5827772646f824aa4cedde424530c1c2bf6858cb,16508500,2024-10-02 16:00:04,0.189,636020,4,2,Polygon,2024-10-02,2024-10-02 15:13:49.935,2442.7407403638235,1.8900000000000002e-10,0.00012020778000000001,0.29363644151469165
1389dc742d5c5273c4592e9684d72dfeac6cd000c6bac3c67e368f4ef00ebd47,10229398,2024-10-02 16:00:04,0.151369269,824862,11,4,Linea,2024-10-02,2024-10-02 15:13:49.935,2442.7407403638235,1.51369269e-10,0.000124858757965878,0.3049975748744763
463883163d1bf7a47516256f143d49f189ed4223c8a69fc99891fbf57d96d43c,10230298,2024-10-02 16:30:04,0.1916,838996,11,4,Linea,2024-10-02,2024-10-02 16:13:46.556,2476.4961304346475,1.9160000000000002e-10,0.00016075163360000001,0.3981007985714483
500cd7ab2a678c1f1fc2844765c3a429b95f9da811911bfb3ccbd15d2bb0d400,16509015,2024-10-02 16:30:04,0.471,622010,4,2,Polygon,2024-10-02,2024-10-02 16:13:46.556,2476.4961304346475,4.71e-10,0.00029296671,0.7255309236611696
4d053f9c887d0ab51e73b9996d136f914cefb277d84377af74a1ea3094d8783d,16509538,2024-10-02 16:59:59,0.362,650120,4,2,Polygon,2024-10-02,2024-10-02 16:13:46.556,2476.4961304346475,3.62e-10,0.00023534344,0.5828271184831787
ccff772999bf4276940bfd4bfb834ed11927234cdff720213ae628a4bd9d6994,10231194,2024-10-02 17:00:03,0.194330818,822082,11,4,Linea,2024-10-02,2024-10-02 16:13:46.556,2476.4961304346475,1.94330818e-10,0.000159755867523076,0.3956347877351279
25639d64ad00a27acb80495d78287c5073a57b7f093a651fcef102f7ef2cdb8a,16510073,2024-10-02 17:30:02,0.646,635927,4,2,Polygon,2024-10-02,2024-10-02 17:08:14.217,2447.570066036096,6.46e-10,0.000410808842,1.005483424542152
15206fbcff0c81ad1a15e49501c25fe52380356a07182dbf35d2319f1e766118,10232089,2024-10-02 17:30:04,0.200000007,838963,11,4,Linea,2024-10-02,2024-10-02 17:08:14.217,2447.570066036096,2.0000000700000002e-10,0.00016779260587274102,0.41068415943631337
c2fc4b2c2ac4bb551ee973f3c253449d9e0d6b0243b3ed4848c5c8c53615f709,10232985,2024-10-02 18:00:02,0.185988821,822174,11,4,Linea,2024-10-02,2024-10-02 17:08:14.217,2447.570066036096,1.85988821e-10,0.000152915172916854,0.3742705998740254
4a237fdf65ceea2df3b8baf604e5228b3f8f07fccabc58af9fa7e359c1688e30,16510605,2024-10-02 18:00:04,0.391,636100,4,2,Polygon,2024-10-02,2024-10-02 17:08:14.217,2447.570066036096,3.9100000000000005e-10,0.0002487151,0.6087476337311742
11571fc25467bb6145f4d9211fe535b372aa9d151b17ee746aa75cf0a31c8043,16511109,2024-10-02 18:29:59,0.422,650120,4,2,Polygon,2024-10-02,2024-10-02 18:01:58.901,2447.3562267201733,4.22e-10,0.00027435064,0.6714337471086647
58a63a8af7afaf95bb67e48ad644f45eddaf798f15d557362a53810e7f4dd5be,10233882,2024-10-02 18:30:03,0.200000007,852936,11,4,Linea,2024-10-02,2024-10-02 18:01:58.901,2447.3562267201733,2.0000000700000002e-10,0.00017058720597055201,0.41748766073082716
1398e6571cd7012e10c1c8c2938d31e09b8eff0d2f32287fb71f534fac8df6ba,10234778,2024-10-02 19:00:03,0.200000007,831917,11,4,Linea,2024-10-02,2024-10-02 18:01:58.901,2447.3562267201733,2.0000000700000002e-10,0.00016638340582341901,0.40719946426485404
34b43d1cd999354340b92971c6a8d076c71f021a97d0398cb938400ea53f5c06,16511640,2024-10-02 19:00:06,0.57,621998,4,2,Polygon,2024-10-02,2024-10-02 18:01:58.901,2447.3562267201733,5.7e-10,0.00035453886,0.8676828866352717
27ad1bfec99385e70e53f4baa7fed964177ad4fd30419ed7a956971cd4e934be,16512152,2024-10-02 19:30:00,0.48,636075,4,2,Polygon,2024-10-02,2024-10-02 19:07:52.594,2390.895477771293,4.8e-10,0.000305316,0.72997864369122
d2121cc1c0f8010572e908927519bf95c7c2702492b444eb26c8db68f89fd406,10235674,2024-10-02 19:30:02,0.200000007,824814,11,4,Linea,2024-10-02,2024-10-02 19:07:52.594,2390.895477771293,2.0000000700000002e-10,0.000164962805773698,0.3944088263247987
c3b6458704bb81f08ccd03af0f25e76da35998a4270592633baa398691e79663,10236570,2024-10-02 20:00:04,0.200000007,824862,11,4,Linea,2024-10-02,2024-10-02 19:07:52.594,2390.895477771293,2.0000000700000002e-10,0.00016497240577403402,0.39443177892218867
36f2089cf602a4bf3731718210a5454431d330f3185ec73864974d2d7a18fbd3,16512670,2024-10-02 20:00:05,0.273,622066,4,2,Polygon,2024-10-02,2024-10-02 19:07:52.594,2390.895477771293,2.7300000000000004e-10,0.00016982401800000002,0.4060314766531507
6875fad971b9b5dd6e539a803a74237b2ac38db8155d1ee955a8bc804f62c581,16513195,2024-10-02 20:31:00,0.226,636031,4,2,Polygon,2024-10-02,2024-10-02 20:07:56.631,2371.0831780132066,2.2600000000000002e-10,0.00014374300600000003,0.3408266234836515
cb5909a4b251465d4f53e0a6c41c8de4ff226a42225c2d9f0ab988c3cb38f304,16513271,2024-10-02 20:35:38,0.201,635903,4,2,Polygon,2024-10-02,2024-10-02 20:07:56.631,2371.0831780132066,2.0100000000000003e-10,0.00012781650300000002,0.3030635601357746
3a00e0e2bef343ad5d040e771bdd35846e199f0848762fbe68785eb7cf5e7308,10238362,2024-10-02 21:00:05,0.200000007,829101,11,4,Linea,2024-10-02,2024-10-02 20:07:56.631,2371.0831780132066,2.0000000700000002e-10,0.000165820205803707,0.3931735005558576
c1f7b8772a4c665a775a023dbbc2468ad5d4d0d935d430968a89396c05131f53,16513667,2024-10-02 21:00:09,0.203,622022,4,2,Polygon,2024-10-02,2024-10-02 20:07:56.631,2371.0831780132066,2.0300000000000002e-10,0.000126270466,0.29939777781248855
246411e9a45fb2a8555bbf14d74a2f31af1720883fa3a57b8326d95317454de5,16514178,2024-10-02 21:30:03,0.115,635995,4,2,Polygon,2024-10-02,2024-10-02 21:11:31.902,2374.890434840665,1.1500000000000002e-10,7.313942500000002e-05,0.17369812084224623
f3118686cbd2466bac6da5534eec38dce0d40cc3556db41119ba31df43b61c70,10239255,2024-10-02 21:30:03,0.237795126,824742,11,4,Linea,2024-10-02,2024-10-02 21:11:31.902,2374.890434840665,2.37795126e-10,0.000196119627807492,0.465762628164524
6006d7d331a848190f383833bb160db3504be180c172c7b225dfbbe15d8f7303,16514704,2024-10-02 21:59:59,0.0959,622022,4,2,Polygon,2024-10-02,2024-10-02 21:11:31.902,2374.890434840665,9.59e-11,5.96519098e-05,0.14166675000399812
ba9a5d4ecc3c28fc0491f3118bef8b444a6a41a368128b94920f18901fda741e,10240146,2024-10-02 22:00:03,0.219317177,831801,11,4,Linea,2024-10-02,2024-10-02 21:11:31.902,2374.890434840665,2.1931717700000002e-10,0.000182428247145777,0.43324709919125465
3c09920f9706c0e1d76d973322c997d55d89efb455da8ec36ec6bfeffc76cb33,16515199,2024-10-02 22:30:00,0.0877,628929,4,2,Polygon,2024-10-02,2024-10-02 22:09:22.874,2373.927053017633,8.77e-11,5.51570733e-05,0.13093886847214659
aef14b6abb7113455ecd805e4ad35e7bf70976ed0b60d4870cd8be10552206de,10241032,2024-10-02 22:30:03,0.242,838867,11,4,Linea,2024-10-02,2024-10-02 22:09:22.874,2373.927053017633,2.42e-10,0.000203005814,0.4819209937744658
e8a1ceba994f1913261b835bbe068a646eb7503ef98b6c1dcef21132fdea08f2,10241912,2024-10-02 23:00:03,0.200000007,831857,11,4,Linea,2024-10-02,2024-10-02 22:09:22.874,2373.927053017633,2.0000000700000002e-10,0.00016637140582299902,0.39495358113179274
243b115c4e3cb4b105aa576c9b1724fd7f97b48b4ee8656a104348d04d7a6ce8,16515712,2024-10-02 23:00:14,0.087,622102,4,2,Polygon,2024-10-02,2024-10-02 22:09:22.874,2373.927053017633,8.7e-11,5.4122874e-05,0.12848375477566468
8c8f12e49ab6d92fa53827abebe1d51d8a016ef1e391a59484f4765627a9e87f,16516238,2024-10-02 23:30:01,0.0769,629021,4,2,Polygon,2024-10-02,2024-10-02 23:11:01.005,2378.826124978803,7.69e-11,4.83717149e-05,0.11506789911414642
c29e7115c19575123f18ad9a9e9ce7e2d8094b05944f5ef73cc5e428db3af1d7,10242790,2024-10-02 23:30:04,0.155,836031,11,4,Linea,2024-10-02,2024-10-02 23:11:01.005,2378.826124978803,1.55e-10,0.000129584805,0.3082597195342838
d9ddd871156114a5f5bee9d9643348f8d2fff7bbf2444a438c57b5194a1bfff4,16516771,2024-10-03 00:00:01,0.0754,622090,4,2,Polygon,2024-10-03,2024-10-02 23:11:01.005,2378.826124978803,7.54e-11,4.6905586e-05,0.11158023338423999
b1ed77305dfe3e771cda803690616d7a1581a501c79a4f65ec5d1b495c1d4a45,10243654,2024-10-03 00:00:06,0.16,838915,11,4,Linea,2024-10-03,2024-10-02 23:11:01.005,2378.826124978803,1.6000000000000002e-10,0.0001342264,0.31930126698185485
7df7579825cf8f4d7f8d4ec7a058ae7ea82a8b69e638c50c2f63721cdadbdab9,16517285,2024-10-03 00:30:03,0.0805,636111,4,2,Polygon,2024-10-03,2024-10-03 00:04:48.452,2365.098573119062,8.05e-11,5.1206935500000006e-05,0.12110945008484987
2f42b830c8183d13509c88dfc732baf8df6d362f2f11ac0a732c35be5c9a7bcf,10244546,2024-10-03 00:30:04,0.089369609,831777,11,4,Linea,2024-10-03,2024-10-03 00:04:48.452,2365.098573119062,8.936960900000001e-11,7.433558526519301e-05,0.17581098664267839
c8dfb195cd57234bbf5a52a67562ad530de5a672479581e6e4142e7f09f435f3,10245435,2024-10-03 01:00:03,0.09022,847232,11,4,Linea,2024-10-03,2024-10-03 00:04:48.452,2365.098573119062,9.022e-11,7.643727104e-05,0.180781680669819
829a52626be45262ef2f8bea7e07944140fc2ba2f55ab3d5b22699bff0fc6228,16517807,2024-10-03 01:00:21,0.0807,623433,4,2,Polygon,2024-10-03,2024-10-03 00:04:48.452,2365.098573119062,8.07e-11,5.03110431e-05,0.11899057624794164
51fbdfad4ba776e7a5b7f7b823bae4a1f5d547f67ef185c1b680a11c88199114,10246325,2024-10-03 01:30:03,0.075308839,843090,11,4,Linea,2024-10-03,2024-10-03 01:01:42.976,2371.5293491812063,7.5308839e-11,6.349212907251e-05,0.15057344753745877
37f1f96d30025b1a511fa34e908ca336574a1b7f8baee4e77f7e647e0de1eb8e,16518319,2024-10-03 01:30:03,0.0814,626209,4,2,Polygon,2024-10-03,2024-10-03 01:01:42.976,2371.5293491812063,8.140000000000001e-11,5.0973412600000005e-05,0.12088494400882312
a850a56cd87761a20402961808c9753fe54f044f9bdef56e63eb4a73617ccdaa,16518833,2024-10-03 02:00:00,0.076,622090,4,2,Polygon,2024-10-03,2024-10-03 01:01:42.976,2371.5293491812063,7.600000000000001e-11,4.727884000000001e-05,0.1121231566552424
434934764f4706deab27165d3818e8d898888c43f85492a55f814171fca69ddd,10247218,2024-10-03 02:00:04,0.079520787,852876,11,4,Linea,2024-10-03,2024-10-03 01:01:42.976,2371.5293491812063,7.9520787e-11,6.7821370733412e-05,0.16084037119598588
0cc8e499f1eb9d434fd945b6730dc1e46e7868518152c93f10c2c85c85344ab2,10248109,2024-10-03 02:30:04,0.073877357,846042,11,4,Linea,2024-10-03,2024-10-03 02:12:33.661,2390.1422365496865,7.387735700000001e-11,6.250334687099401e-05,0.14939188928207847
f3caf1d10af063fb98824282349e66c8ebbf1b04b662056070b0e5549586fa68,16519369,2024-10-03 02:30:43,0.0707,636111,4,2,Polygon,2024-10-03,2024-10-03 02:12:33.661,2390.1422365496865,7.07e-11,4.49730477e-05,0.10749198081413373
22e5af612c9f33f2c5c014e5aff3ac32388bfbe3de1e9a66d9ac6c1f38736ef3,16519455,2024-10-03 02:35:28,0.0647,622102,4,2,Polygon,2024-10-03,2024-10-03 02:12:33.661,2390.1422365496865,6.47e-11,4.024999939999999e-05,0.09620322358703952
db5908064c40e4316afd7561a5529558cfb12b831c29047e77b5f2e1be6b8286,16519895,2024-10-03 03:00:01,0.0795,635995,4,2,Polygon,2024-10-03,2024-10-03 02:12:33.661,2390.1422365496865,7.950000000000001e-11,5.0561602500000004e-05,0.12084942168288623
f4c0e99ac6c79ac73d01bc68aceb75803487160b1186363ec9cf3a1b0ad7443b,10248996,2024-10-03 03:00:04,0.073643703,831953,11,4,Linea,2024-10-03,2024-10-03 02:12:33.661,2390.1422365496865,7.364370300000002e-11,6.126809964195901e-05,0.14643947270738097
02dff234f6d2164d24546dda4b4c06d249cc5972f7410ab2e0cf0778e2fe6f04,16520430,2024-10-03 03:30:02,0.0759,622078,4,2,Polygon,2024-10-03,2024-10-03 03:11:51.888,2387.073173231055,7.59e-11,4.72157202e-05,0.11270737904420362
6a703f687ee70ca5af68be6451e07cab9b71d54cbcc2d5d3e235fa88b1f4579f,10249886,2024-10-03 03:30:05,0.074188501,838835,11,4,Linea,2024-10-03,2024-10-03 03:11:51.888,2387.073173231055,7.418850100000001e-11,6.223191123633501e-05,0.14855212583115157
97a222dd6d3dc84b65aa5d82407f347d017a06aba77b10a16cce4c278ffbff6c,10250779,2024-10-03 04:00:04,0.073272374,822130,11,4,Linea,2024-10-03,2024-10-03 03:11:51.888,2387.073173231055,7.327237400000001e-11,6.023941683662001e-05,0.14379589590177877
51eb27e8fc69dddf4813da459a00e823ce9087150d9be56bd0f05356854591ba,16520982,2024-10-03 04:01:04,0.0651,643006,4,2,Polygon,2024-10-03,2024-10-03 03:11:51.888,2387.073173231055,6.510000000000001e-11,4.185969060000001e-05,0.09992214447101219
deac51b0a31d4c83517bae4a458a908c89b7c631950286f4970c19694dbf57b4,16521072,2024-10-03 04:06:01,0.065,621930,4,2,Polygon,2024-10-03,2024-10-03 03:11:51.888,2387.073173231055,6.500000000000001e-11,4.0425450000000004e-05,0.09649850721079337
27fd049c5d22c78e1abc603af018709014ca8775d7a9f5a5309cee57919bc57a,16521506,2024-10-03 04:30:02,0.0591,636100,4,2,Polygon,2024-10-03,2024-10-03 04:12:39.905,2395.6486949006508,5.910000000000001e-11,3.7593510000000006e-05,0.09006084316823458
42b15464ebd004fc6fbda1ebe5d50094c5a23a0e380d381e37ca4e203a1e5540,10251666,2024-10-03 04:30:04,0.066982258,838855,11,4,Linea,2024-10-03,2024-10-03 04:12:39.905,2395.6486949006508,6.698225800000001e-11,5.6188402034590004e-05,0.13460767200271861
867939b8bc310b07635fb09f8e634e6da534730de132dbfa30cc1b26b54c2b35,10252555,2024-10-03 05:00:03,0.070546298,831845,11,4,Linea,2024-10-03,2024-10-03 04:12:39.905,2395.6486949006508,7.0546298e-11,5.868358525981e-05,0.1405852544397549
fe685032d2429a6412818f6916a56dfb88959a71e0cefa4af829e2a130e28a46,16522063,2024-10-03 05:01:20,0.0457,622090,4,2,Polygon,2024-10-03,2024-10-03 04:12:39.905,2395.6486949006508,4.57e-11,2.8429513000000002e-05,0.06810712571511109
d86ee40a07a1cdb74c46e138d349485893dcdd7cecbbde57553bb02b2ab2ac6e,16522138,2024-10-03 05:05:28,0.0522,635995,4,2,Polygon,2024-10-03,2024-10-03 04:12:39.905,2395.6486949006508,5.2200000000000005e-11,3.3198939000000005e-05,0.07953299488743633
980c26f7925c87ccd24eb7985a20ffc327657f6a6e6e47f7066645f7bd1af97a,10253449,2024-10-03 05:30:03,0.088901619,822222,11,4,Linea,2024-10-03,2024-10-03 05:12:00.185,2393.6304176725553,8.890161900000001e-11,7.3096866977418e-05,0.17496688423371226
f42de30a006cded589f47f64e191913d14b091e5976433a59908e51f0a7442e1,16522578,2024-10-03 05:30:09,0.0526,636007,4,2,Polygon,2024-10-03,2024-10-03 05:12:00.185,2393.6304176725553,5.2600000000000004e-11,3.3453968200000004e-05,0.08007643587537039
d0b08136411939d3430673f8103f27fe6a68ae378a26c289b1c78bd038f554c9,16523096,2024-10-03 06:00:01,0.0471,629021,4,2,Polygon,2024-10-03,2024-10-03 05:12:00.185,2393.6304176725553,4.7100000000000004e-11,2.9626889100000004e-05,0.07091582293077149
dde65ecdfc69efb70ee74bc6f85ec2517a913079bdfe61f5592a90aebef5677f,10254344,2024-10-03 06:00:02,0.06898209,824834,11,4,Linea,2024-10-03,2024-10-03 05:12:00.185,2393.6304176725553,6.898209e-11,5.689877322306e-05,0.13619463431496912
be7ceb8bd916ccde3c53c00b666f123a0556b29d6a778e801613249e91c5878f,10255243,2024-10-03 06:30:02,0.070422007,831777,11,4,Linea,2024-10-03,2024-10-03 06:11:53.501,2385.6200071755306,7.0422007e-11,5.8575405716439e-05,0.13973865980556083
3c7bfee0e73eb1ab43b94d71e567fa9e556eea2ff80d9292af2bb47ae55e5cec,16523630,2024-10-03 06:30:42,0.0616,642902,4,2,Polygon,2024-10-03,2024-10-03 06:11:53.501,2385.6200071755306,6.160000000000001e-11,3.960276320000001e-05,0.09447714422935487
c9371e8d3b7af69e31b7c5ec04e8f4ec5b9d0d37702ae0f9f5724a9be7b069cf,16523735,2024-10-03 06:36:41,0.0735,621918,4,2,Polygon,2024-10-03,2024-10-03 06:11:53.501,2385.6200071755306,7.35e-11,4.5710973e-05,0.1090490117362605
3e1ea7aa50cb992e57dadd9cb8aaf1a33809908fe4b5eb83e8bf5ceebc1825c5,10256143,2024-10-03 07:00:03,0.065621619,829153,11,4,Linea,2024-10-03,2024-10-03 06:11:53.501,2385.6200071755306,6.562161900000001e-11,5.441036225870701e-05,0.12980244880203984
68623a0d8ac696c00cb7d51b21ca7c50c8a08612e29a16f610ac82f70f1f2b28,16524150,2024-10-03 07:00:03,0.0543,635951,4,2,Polygon,2024-10-03,2024-10-03 06:11:53.501,2385.6200071755306,5.43e-11,3.45321393e-05,0.08238056240465243
c0883c163342799e1203fda67c19b136dfbde451326431ee35ef452bba1026a7,10257043,2024-10-03 07:30:04,0.074338926,822058,11,4,Linea,2024-10-03,2024-10-03 07:08:47.125,2388.92997621545,7.4338926e-11,6.1110908829708e-05,0.14598968197705886
ec1642f9b3442b24068deb49007e658fe9b8b74f187d880d69f283fe2a89f224,16524676,2024-10-03 07:30:12,0.0683,628917,4,2,Polygon,2024-10-03,2024-10-03 07:08:47.125,2388.92997621545,6.83e-11,4.29550311e-05,0.10261656142405692
a499f8c45ffaa911d3e04ebcfd676a6134241e4d12d1ca83c6be229272062ccd,16525190,2024-10-03 08:00:00,0.0798,635983,4,2,Polygon,2024-10-03,2024-10-03 07:08:47.125,2388.92997621545,7.98e-11,5.07514434e-05,0.12124164447446176
93d200ffcc1ed1c228f2e1507e517c9533238f5790f795999ecf64f7cd64041c,10257941,2024-10-03 08:00:02,0.072180103,852804,11,4,Linea,2024-10-03,2024-10-03 07:08:47.125,2388.92997621545,7.2180103e-11,6.1555480558812e-05,0.14705173270729335
cc91a96e4dcbd4d7821629a7c9c846690251bc786e33dd26fdd1ea042f9ee147,16525696,2024-10-03 08:29:59,0.17,636031,4,2,Polygon,2024-10-03,2024-10-03 08:10:20.384,2364.371514666301,1.7000000000000003e-10,0.00010812527000000002,0.2556483084036028
27c70895bbcf3f6e7e5a9b519cf77b5b2bb4847f936726aac312c8faef71dd48,10258841,2024-10-03 08:30:02,0.083611603,838847,11,4,Linea,2024-10-03,2024-10-03 08:10:20.384,2364.371514666301,8.361160300000001e-11,7.013734234174101e-05,0.1658307343472111
1c7d6d89348f42d6ec56450dd2ac6eb04d4a12e4427180caaf9f4012e9e4d380,10259741,2024-10-03 09:00:02,0.101503983,838831,11,4,Linea,2024-10-03,2024-10-03 08:10:20.384,2364.371514666301,1.0150398300000002e-10,8.514468756387302e-05,0.20131367390118343
97cecbe1b0691b85ac3b32afbd7d2c538d98e810a012136f646eb3e880386566,16526218,2024-10-03 09:00:03,0.108,622010,4,2,Polygon,2024-10-03,2024-10-03 08:10:20.384,2364.371514666301,1.08e-10,6.717708e-05,0.1588315743904593
04d06b9841d21a0325c7fcd17a5dfeda6cc36b29e12bdbaaabaada4b7da26199,16526702,2024-10-03 09:30:02,0.0874,622066,4,2,Polygon,2024-10-03,2024-10-03 09:04:57.373,2336.804981705637,8.740000000000002e-11,5.436856840000001e-05,0.12704874148532372
ce62230a1271d31c7db3a8c861b88e4f1ae6103d37d85dcbf5f24351bd4f19d0,10260641,2024-10-03 09:30:03,0.09147,838843,11,4,Linea,2024-10-03,2024-10-03 09:04:57.373,2336.804981705637,9.147e-11,7.672896920999999e-05,0.17930063749106642
0add1be687ec62ca750ba90fa5e636f0eec0d114ab81cf57c5bc15aa9a80ba69,16527213,2024-10-03 10:00:02,0.065,621906,4,2,Polygon,2024-10-03,2024-10-03 09:04:57.373,2336.804981705637,6.500000000000001e-11,4.0423890000000004e-05,0.0944627475319207
d305416e585846ab1940baded0d70440ca53143ff659749bf729ed8b280c6386,10261541,2024-10-03 10:00:03,0.109751227,838763,11,4,Linea,2024-10-03,2024-10-03 09:04:57.373,2336.804981705637,1.0975122700000001e-10,9.2055268412201e-05,0.2151152098178809
53572ef0886f3e9572f68ea981e6711902a600f04763e910f60b1542da98401a,16527741,2024-10-03 10:30:00,0.0965,649936,4,2,Polygon,2024-10-03,2024-10-03 10:11:24.654,2354.00854721071,9.65e-11,6.2718824e-05,0.14764064776700422
a726c60b9cb93b52e6d10b96e1d104e71a0273b6cb90348beedaf0db247e3fef,10262440,2024-10-03 10:30:03,0.114833126,831869,11,4,Linea,2024-10-03,2024-10-03 10:11:24.654,2354.00854721071,1.14833126e-10,9.5526117692494e-05,0.22486929752998708
1969ec4041180c68ec09f70bffba42072bd36bf5630961c77f7cb7b5107b3f00,10263339,2024-10-03 11:00:02,0.10214567,838915,11,4,Linea,2024-10-03,2024-10-03 10:11:24.654,2354.00854721071,1.0214567e-10,8.569153474805e-05,0.20171860522051324
968072c9e93123e1618df22d37bdfb445e14a2786ef357aa799f413af93e62cb,16528262,2024-10-03 11:00:06,0.0629,643018,4,2,Polygon,2024-10-03,2024-10-03 10:11:24.654,2354.00854721071,6.29e-11,4.0445832199999996e-05,0.09520983469785013
0f88bdc55194aa49f856f6cf35219f09934bf0a5e8e8fd8d645ff0a11d494938,16528782,2024-10-03 11:29:59,0.0776,628929,4,2,Polygon,2024-10-03,2024-10-03 11:07:18.756,2368.8923054784627,7.760000000000001e-11,4.88048904e-05,0.1156135293382797
7cf9867e1dce3346f5f728e4f0c1dff58e880170b7b7a8accfcfdc197f1359d8,10264239,2024-10-03 11:30:02,0.113674727,831953,11,4,Linea,2024-10-03,2024-10-03 11:07:18.756,2368.8923054784627,1.1367472700000001e-10,9.457203015183101e-05,0.22403095454014965
c92c1472e052983fd38e316581d01a214a70795de8ed7c4cdf8f4531ae47cfe3,10265139,2024-10-03 12:00:02,0.098307469,843146,11,4,Linea,2024-10-03,2024-10-03 11:07:18.756,2368.8923054784627,9.8307469e-11,8.2887549257474e-05,0.19635167765599723
